# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:P12821	ENSEMBL:ENSG00000159640	EntrezGene:1636	uniprotkb:P01019	ENSEMBL:ENSG00000135744	EntrezGene:183	reaction	R-HSA-2065355	10536878|3017438|1851160|12540854|6269175|6270633|2558510|1848554
uniprotkb:Q99707	ENSEMBL:ENSG00000116984	EntrezGene:4548	ChEBI:29105	-	-	complex	R-HSA-3149506	-
uniprotkb:P29692	ENSEMBL:ENSG00000104529|ENSEMBL:ENSG00000273594	EntrezGene:1936	uniprotkb:P26641	ENSEMBL:ENSG00000254772	EntrezGene:1937	complex	R-HSA-156920	-
reactome:R-HSA-8853202	-	-	reactome:R-HSA-8853235	-	-	reaction	R-HSA-8853315	25467007|24588013
reactome:R-HSA-77605	-	-	uniprotkb:P41238	ENSEMBL:ENSG00000111701	EntrezGene:339	complex	R-HSA-77606	-
uniprotkb:O94973	ENSEMBL:ENSG00000183020	EntrezGene:161	uniprotkb:P53680	ENSEMBL:ENSG00000042753	EntrezGene:1175	complex	R-HSA-167712	20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150|20946875|20448150
uniprotkb:P62993-1	ENSEMBL:ENSG00000177885	EntrezGene:2885	uniprotkb:Q13480	ENSEMBL:ENSG00000109458	EntrezGene:2549	complex	R-HSA-179849	-
uniprotkb:P55199	ENSEMBL:ENSG00000105656	EntrezGene:8178	uniprotkb:Q8N5P1	ENSEMBL:ENSG00000144161	EntrezGene:84524	complex	R-HSA-6807410	23932780|22195968|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121|23932780|22137580|24997600|25675981|22231121
uniprotkb:P02647	ENSEMBL:ENSG00000118137	EntrezGene:335	ChEBI:16247	-	-	complex	R-HSA-2247486	16968945
uniprotkb:P84022	ENSEMBL:ENSG00000166949	EntrezGene:4088	uniprotkb:O95405-1	ENSEMBL:ENSG00000157077	EntrezGene:9372	reaction	R-HSA-3656523	21358634|9679059
uniprotkb:P23458	ENSEMBL:ENSG00000162434	EntrezGene:3716	uniprotkb:Q8N6P7	ENSEMBL:ENSG00000142677	EntrezGene:58985	complex	R-HSA-8987233	27133025
uniprotkb:Q8NCW0	ENSEMBL:ENSG00000131650	EntrezGene:79412	uniprotkb:O94907	ENSEMBL:ENSG00000107984	EntrezGene:22943	complex	R-HSA-3769399	-
reactome:R-HSA-182921	-	-	uniprotkb:Q13177	ENSEMBL:ENSG00000180370	EntrezGene:5062	complex	R-HSA-389782	-
reactome:R-HSA-426343	-	-	uniprotkb:O00186	ENSEMBL:ENSG00000116266	EntrezGene:6814	reaction	R-HSA-114683	10194441
reactome:R-HSA-68543	-	-	reactome:R-HSA-68558	-	-	complex	R-HSA-156562	-
uniprotkb:Q01668	ENSEMBL:ENSG00000157388	EntrezGene:776	uniprotkb:Q02641	ENSEMBL:ENSG00000067191	EntrezGene:782	complex	R-HSA-5577115	-
reactome:R-HSA-1169383	-	-	uniprotkb:P51965	ENSEMBL:ENSG00000170142	EntrezGene:7324	reaction	R-HSA-1169402	16428300|16122702|16112642
reactome:R-HSA-2328168	-	-	reactome:R-HSA-204444	-	-	reaction	R-HSA-216048	11964076|16581764|16413178
reactome:R-HSA-2534182	-	-	uniprotkb:O60716	ENSEMBL:ENSG00000198561	EntrezGene:1500	complex	R-HSA-8877851	8601315|8601315|8601315
uniprotkb:P14902	ENSEMBL:ENSG00000131203	EntrezGene:3620	ChEBI:17627	-	-	complex	R-HSA-198580	16477023
ChEBI:17933	-	-	uniprotkb:O60494	ENSEMBL:ENSG00000107611	EntrezGene:8029	complex	R-HSA-350085	-
reactome:R-HSA-5625411	-	-	reactome:R-HSA-5624939	-	-	complex	R-HSA-5625410	-
reactome:R-HSA-5625748	-	-	reactome:R-HSA-5625763	-	-	complex	R-HSA-5625764	18066052|18066052
reactome:R-HSA-400360	-	-	uniprotkb:Q49AN0	ENSEMBL:ENSG00000121671	EntrezGene:1408	complex	R-HSA-549449	-
reactome:R-HSA-399854	-	-	uniprotkb:O14786	ENSEMBL:ENSG00000099250	EntrezGene:8829	complex	R-HSA-399845	-
uniprotkb:Q9NTI5	ENSEMBL:ENSG00000083642	EntrezGene:23047	uniprotkb:Q7Z5K2	ENSEMBL:ENSG00000062650	EntrezGene:23063	complex	R-HSA-2484814	-
reactome:R-HSA-5362507	-	-	uniprotkb:Q14164	ENSEMBL:ENSG00000263528	EntrezGene:9641	reaction	R-HSA-936941	12692549|23453971|17047224|15210742
reactome:R-HSA-5676548	-	-	uniprotkb:O14836	ENSEMBL:ENSG00000240505	EntrezGene:23495	complex	R-HSA-5676562	-
reactome:R-HSA-164188	-	-	uniprotkb:O43741	ENSEMBL:ENSG00000131791	EntrezGene:5565	complex	R-HSA-163747	-
uniprotkb:O14653	ENSEMBL:ENSG00000108433	EntrezGene:9570	uniprotkb:O94855	ENSEMBL:ENSG00000150961	EntrezGene:9871	complex	R-HSA-5694252	-
uniprotkb:P19957	ENSEMBL:ENSG00000124102	EntrezGene:5266	uniprotkb:P23490	ENSEMBL:ENSG00000203782	EntrezGene:4014	complex	R-HSA-6814759	-
reactome:R-HSA-917726	-	-	reactome:R-HSA-917713	-	-	complex	R-HSA-917704	-
uniprotkb:P29120	ENSEMBL:ENSG00000175426	EntrezGene:5122	ChEBI:29108	-	-	complex	R-HSA-378974	-
uniprotkb:Q9UKT4	ENSEMBL:ENSG00000112029	EntrezGene:26271	uniprotkb:Q12834	ENSEMBL:ENSG00000117399	EntrezGene:991	reaction	R-HSA-174235	14743218|11988738
uniprotkb:P51532	ENSEMBL:ENSG00000127616	EntrezGene:6597	uniprotkb:Q92922	ENSEMBL:ENSG00000173473	EntrezGene:6599	complex	R-HSA-5225607	20506188|20506188|20506188|20506188|20506188|20506188|20506188|20506188|20506188|20506188|20506188|20506188
uniprotkb:P60880	ENSEMBL:ENSG00000132639	EntrezGene:6616	uniprotkb:O00445	ENSEMBL:ENSG00000129990	EntrezGene:6861	complex	R-HSA-265202	-
uniprotkb:Q14457	ENSEMBL:ENSG00000126581	EntrezGene:8678	uniprotkb:Q92995	ENSEMBL:ENSG00000058056	EntrezGene:8975	complex	R-HSA-6782992	-
uniprotkb:P50570	ENSEMBL:ENSG00000079805	EntrezGene:1785	reactome:R-HSA-350825	-	-	reaction	R-HSA-421835	11604418|8670264|11994746
uniprotkb:O15105	ENSEMBL:ENSG00000101665	EntrezGene:4092	uniprotkb:Q9HCE7	ENSEMBL:ENSG00000198742|ENSEMBL:ENSG00000284126	EntrezGene:57154	reaction	R-HSA-2167917	12519765|20937913|11278251
reactome:R-HSA-8950116	-	-	reactome:R-HSA-8950116	-	-	reaction	R-HSA-8950423	18389480|7638186
uniprotkb:Q9NZD2	ENSEMBL:ENSG00000139433	EntrezGene:51228	ChEBI:24402	-	-	reaction	R-HSA-5340320	17105344|15329726|17980653
reactome:R-HSA-8847708	-	-	uniprotkb:P23490	ENSEMBL:ENSG00000203782	EntrezGene:4014	complex	R-HSA-8847722	-
uniprotkb:Q9UJU2	ENSEMBL:ENSG00000138795	EntrezGene:51176	uniprotkb:P35222	ENSEMBL:ENSG00000168036	EntrezGene:1499	complex	R-HSA-4411397	-
reactome:R-HSA-8868234	-	-	uniprotkb:O15056	ENSEMBL:ENSG00000078269	EntrezGene:8871	complex	R-HSA-8868634	-
uniprotkb:O14965	ENSEMBL:ENSG00000087586	EntrezGene:6790	reactome:R-HSA-3209194	-	-	reaction	R-HSA-6805103	19121998|14702041
uniprotkb:P25774	ENSEMBL:ENSG00000163131	EntrezGene:1520	uniprotkb:P98160	ENSEMBL:ENSG00000142798	EntrezGene:3339	reaction	R-HSA-2534160	-
reactome:R-HSA-194043	-	-	uniprotkb:P25963	ENSEMBL:ENSG00000100906	EntrezGene:4792	complex	R-HSA-1168611	-
reactome:R-HSA-5666002	-	-	reactome:R-HSA-5666054	-	-	complex	R-HSA-5666050	19350017
reactome:R-HSA-8938498	-	-	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-8938500	17589498|17589498|17589498|17589498|17589498|17589498|17589498|17589498|17589498
ChEBI:29035|ChEBI:29035	-	-	uniprotkb:Q3LIE5	ENSEMBL:ENSG00000170222	EntrezGene:56985	complex	R-HSA-5696039	-
reactome:R-HSA-432133	-	-	uniprotkb:P09769	ENSEMBL:ENSG00000000938	EntrezGene:2268	complex	R-HSA-432132	-
reactome:R-HSA-186769	-	-	uniprotkb:P19174	ENSEMBL:ENSG00000124181	EntrezGene:5335	complex	R-HSA-186795	-
uniprotkb:P29597	ENSEMBL:ENSG00000105397	EntrezGene:7297	uniprotkb:P78552	ENSEMBL:ENSG00000131724	EntrezGene:3597	complex	R-HSA-6785829	-
reactome:R-HSA-388794	-	-	reactome:R-HSA-179787	-	-	complex	R-HSA-388796	-
reactome:R-HSA-195403	-	-	reactome:R-HSA-195355	-	-	complex	R-HSA-215139	-
uniprotkb:P16150	ENSEMBL:ENSG00000197471	EntrezGene:105369247|EntrezGene:6693	uniprotkb:P35613	ENSEMBL:ENSG00000172270	EntrezGene:682	complex	R-HSA-204467	-
uniprotkb:P10144	ENSEMBL:ENSG00000100453	EntrezGene:3002	uniprotkb:P55957	ENSEMBL:ENSG00000015475	EntrezGene:637	reaction	R-HSA-139893	11114298
reactome:R-HSA-389920	-	-	uniprotkb:P62993-1	ENSEMBL:ENSG00000177885	EntrezGene:2885	complex	R-HSA-389921	-
uniprotkb:P45844	ENSEMBL:ENSG00000160179	EntrezGene:9619	uniprotkb:P45844	ENSEMBL:ENSG00000160179	EntrezGene:9619	complex	R-HSA-194222	-
uniprotkb:P21802-1	ENSEMBL:ENSG00000066468	EntrezGene:2263	ChEBI:28815	-	-	complex	R-HSA-8853189	-
uniprotkb:P29459	ENSEMBL:ENSG00000168811	EntrezGene:3592	uniprotkb:P29460	ENSEMBL:ENSG00000113302	EntrezGene:3593	complex	R-HSA-447102	26972013|7911493|7528775|10415122|12893768
uniprotkb:Q9UKW4	ENSEMBL:ENSG00000134215	EntrezGene:10451	uniprotkb:Q08881	ENSEMBL:ENSG00000113263	EntrezGene:3702	complex	R-HSA-2685650	-
uniprotkb:O14974	ENSEMBL:ENSG00000058272	EntrezGene:4659	uniprotkb:P62140	ENSEMBL:ENSG00000213639	EntrezGene:5500	complex	R-HSA-3002804	-
uniprotkb:O15460	ENSEMBL:ENSG00000072682	EntrezGene:8974	ChEBI:29073	-	-	complex	R-HSA-1650765	-
reactome:R-HSA-190418	-	-	uniprotkb:P19174	ENSEMBL:ENSG00000124181	EntrezGene:5335	complex	R-HSA-5654162	-
reactome:R-HSA-5672720	-	-	reactome:R-HSA-5672720	-	-	reaction	R-HSA-5672978	8051079|8157000|7935411|9020159|7731720|7565670|7929275|7565795|22177953
reactome:R-HSA-5577067	-	-	uniprotkb:Q13698	ENSEMBL:ENSG00000081248	EntrezGene:779	complex	R-HSA-5577115	-
reactome:R-HSA-205310	-	-	uniprotkb:O75791	ENSEMBL:ENSG00000100351	EntrezGene:9402	complex	R-HSA-1433538	-
reactome:R-HSA-114534	-	-	uniprotkb:O75962	ENSEMBL:ENSG00000038382	EntrezGene:7204	complex	R-HSA-400608	-
uniprotkb:P59768	ENSEMBL:ENSG00000186469	EntrezGene:54331	uniprotkb:Q9HAV0	ENSEMBL:ENSG00000114450	EntrezGene:59345	complex	R-HSA-8850540	25675501|25675501|25675501|25675501
uniprotkb:P05107	ENSEMBL:ENSG00000160255	EntrezGene:3689	uniprotkb:P11215	ENSEMBL:ENSG00000169896	EntrezGene:3684	complex	R-HSA-202755	3537192|2462607
reactome:R-HSA-2294598	-	-	reactome:R-HSA-2245190	-	-	complex	R-HSA-2294604	-
uniprotkb:O60942	ENSEMBL:ENSG00000111880	EntrezGene:8732	reactome:R-HIV-167131	-	-	complex	R-HSA-167107	-
uniprotkb:P32249	ENSEMBL:ENSG00000169508	EntrezGene:1880	ChEBI:37623	-	-	complex	R-HSA-8851784	-
reactome:R-HSA-167529	-	-	uniprotkb:P04601	-	-	reaction	R-HSA-167566	2014052
ChEBI:16152	-	-	uniprotkb:O15530	ENSEMBL:ENSG00000140992	EntrezGene:5170	reaction	R-HSA-202164	10698680
reactome:R-HSA-8983189	-	-	reactome:R-HSA-8983129	-	-	complex	R-HSA-8983337	12433361
reactome:R-HSA-68455	-	-	reactome:R-HSA-68462	-	-	complex	R-HSA-68463	-
uniprotkb:Q9NQZ5	ENSEMBL:ENSG00000084090	EntrezGene:56910	ChEBI:16110	-	-	complex	R-HSA-8873897	-
reactome:R-HSA-532595	-	-	ChEBI:29108	-	-	reaction	R-HSA-629595	10945867|12810063
uniprotkb:Q9UKJ1	ENSEMBL:ENSG00000085514	EntrezGene:29992	uniprotkb:P14209	ENSEMBL:ENSG00000002586	EntrezGene:4267	reaction	R-HSA-8862084	18234675
reactome:R-HSA-5626528	-	-	reactome:R-HSA-442641	-	-	reaction	R-HSA-5626469	9199170|21730051|8798539|17244649|11948177
uniprotkb:Q8N122	ENSEMBL:ENSG00000141564	EntrezGene:57521	uniprotkb:Q9BVC4	ENSEMBL:ENSG00000167965	EntrezGene:64223	complex	R-HSA-5673771	-
uniprotkb:P24158	ENSEMBL:ENSG00000196415|ENSEMBL:ENSG00000277804	EntrezGene:5657	uniprotkb:P24001	ENSEMBL:ENSG00000008517	EntrezGene:9235	reaction	R-HSA-448591	16488976
uniprotkb:P01286	ENSEMBL:ENSG00000118702	EntrezGene:2691	uniprotkb:Q02643	ENSEMBL:ENSG00000106128	EntrezGene:2692	reaction	R-HSA-420243	1333056|6192430|7680413
uniprotkb:O14920	ENSEMBL:ENSG00000104365	EntrezGene:3551	reactome:R-HSA-5228828	-	-	reaction	R-HSA-5228811	15337789|23708964|14523047|22078572|18412279
uniprotkb:P05026	ENSEMBL:ENSG00000143153	EntrezGene:481	uniprotkb:P05023	ENSEMBL:ENSG00000163399	EntrezGene:476	complex	R-HSA-936770	-
reactome:R-HSA-3080558	-	-	uniprotkb:P06241	ENSEMBL:ENSG00000010810	EntrezGene:2534	complex	R-HSA-912799	-
uniprotkb:Q9Y2W6	ENSEMBL:ENSG00000182134	EntrezGene:11022	uniprotkb:Q8NDG6	ENSEMBL:ENSG00000156414	EntrezGene:122402	complex	R-HSA-5603063	-
uniprotkb:Q9NWZ3	ENSEMBL:ENSG00000198001	EntrezGene:51135	uniprotkb:P51617	ENSEMBL:ENSG00000184216	EntrezGene:3654	complex	R-HSA-8981951	-
uniprotkb:Q9HBX8	ENSEMBL:ENSG00000133067	EntrezGene:59352	uniprotkb:Q2MKA7	ENSEMBL:ENSG00000169218	EntrezGene:284654	complex	R-HSA-4641211	-
uniprotkb:P20138	ENSEMBL:ENSG00000105383	EntrezGene:945	ChEBI:28879	-	-	complex	R-HSA-5685595	-
uniprotkb:P01189	ENSEMBL:ENSG00000115138	EntrezGene:5443	uniprotkb:Q01718	ENSEMBL:ENSG00000185231	EntrezGene:4158	complex	R-HSA-388603	-
reactome:R-HSA-68517	-	-	uniprotkb:O43929	ENSEMBL:ENSG00000115947	EntrezGene:5000	complex	R-HSA-68520	11046155|11395502|11323433|11323433|11046155|11395502
reactome:R-CBO-5228955	-	-	uniprotkb:Q7L1I2	ENSEMBL:ENSG00000185518	EntrezGene:9899	complex	R-HSA-5244512	18815274
uniprotkb:P20062	ENSEMBL:ENSG00000185339	EntrezGene:6948	ChEBI:28911	-	-	reaction	R-HSA-3299657	19373259|12707225|12091374
uniprotkb:Q76N89	ENSEMBL:ENSG00000002746	EntrezGene:23072	uniprotkb:O14640	ENSEMBL:ENSG00000107404	EntrezGene:1855	complex	R-HSA-4641154	-
reactome:R-HSA-3222171	-	-	uniprotkb:Q9Y3T9	ENSEMBL:ENSG00000188976	EntrezGene:26155	complex	R-HSA-3222134	16322561|20959462
uniprotkb:P02656	ENSEMBL:ENSG00000110245	EntrezGene:345	uniprotkb:P02649	ENSEMBL:ENSG00000130203	EntrezGene:348	complex	R-HSA-174643	16968945
uniprotkb:P32004	ENSEMBL:ENSG00000198910	EntrezGene:3897	uniprotkb:O14786	ENSEMBL:ENSG00000099250	EntrezGene:8829	complex	R-HSA-374580	-
reactome:R-HSA-6794314	-	-	uniprotkb:P78352	ENSEMBL:ENSG00000132535	EntrezGene:1742	complex	R-HSA-6797306	-
uniprotkb:P84077	ENSEMBL:ENSG00000143761	EntrezGene:375	ChEBI:17526	-	-	complex	R-HSA-8870493	-
reactome:R-HSA-3222171	-	-	reactome:R-HSA-6797760	-	-	complex	R-HSA-6797767	11714700
uniprotkb:P42768	ENSEMBL:ENSG00000015285	EntrezGene:7454	uniprotkb:O43516	ENSEMBL:ENSG00000115935	EntrezGene:7456	complex	R-HSA-2197683	-
reactome:R-HSA-8857556	-	-	reactome:R-HSA-8857566	-	-	complex	R-HSA-8857567	26751287
reactome:R-HSA-165175	-	-	uniprotkb:Q9P0N9	ENSEMBL:ENSG00000145979	EntrezGene:107080638|EntrezGene:51256	complex	R-HSA-8854324	-
reactome:R-HSA-8982337	-	-	reactome:R-HSA-8982328	-	-	complex	R-HSA-8982344	15738427|15473859
reactome:R-HSA-5668760	-	-	uniprotkb:P36941	ENSEMBL:ENSG00000111321	EntrezGene:4055	complex	R-HSA-5668802	-
uniprotkb:Q93008	ENSEMBL:ENSG00000124486	EntrezGene:8239	uniprotkb:P37840	ENSEMBL:ENSG00000145335	EntrezGene:6622	reaction	R-HSA-5661157	22065755
uniprotkb:Q16623	ENSEMBL:ENSG00000106089	EntrezGene:6804	uniprotkb:Q8N145	ENSEMBL:ENSG00000168481	EntrezGene:203190	reaction	R-HSA-5682802	17387609|20162351|20461023|18628660
uniprotkb:Q01860	ENSEMBL:ENSG00000204531|ENSEMBL:ENSG00000206454|ENSEMBL:ENSG00000229094|ENSEMBL:ENSG00000230336|ENSEMBL:ENSG00000233911|ENSEMBL:ENSG00000235068|ENSEMBL:ENSG00000237582	EntrezGene:5460	reactome:R-HSA-2888961	-	-	complex	R-HSA-2889022	19829295|16153702
reactome:R-HSA-548940	-	-	reactome:R-HSA-2272751	-	-	complex	R-HSA-2272705	-
uniprotkb:P27361	ENSEMBL:ENSG00000102882	EntrezGene:5595	reactome:R-HSA-5672691	-	-	complex	R-HSA-6802711	-
reactome:R-HSA-2159874	-	-	uniprotkb:P55001	ENSEMBL:ENSG00000117122	EntrezGene:4237	reaction	R-HSA-2129385	11481325
reactome:R-HSA-6782222	-	-	ChEBI:16516	-	-	reaction	R-HSA-6782208	21282463|19279666|9875289|20227374
uniprotkb:P04114	ENSEMBL:ENSG00000084674	EntrezGene:338	ChEBI:16247	-	-	reaction	R-HSA-174786	14732096|8626595
reactome:R-HSA-5686234	-	-	uniprotkb:Q9UGM3	ENSEMBL:ENSG00000187908	EntrezGene:1755	complex	R-HSA-5687299	-
reactome:R-HSA-157186	-	-	reactome:R-HSA-157638	-	-	reaction	R-HSA-157626	12794186|10882063|10958687
uniprotkb:P29353-2	ENSEMBL:ENSG00000160691	EntrezGene:6464	reactome:R-HSA-192597	-	-	complex	R-HSA-5654294	-
reactome:R-HSA-5672685	-	-	uniprotkb:P15056	ENSEMBL:ENSG00000157764	EntrezGene:673	reaction	R-HSA-6802912	15035987|19933846|24202393|16364920|23352452|22510884|25907612
reactome:R-HSA-5687488	-	-	uniprotkb:P39748	ENSEMBL:ENSG00000168496	EntrezGene:2237	complex	R-HSA-5687514	-
uniprotkb:P59768	ENSEMBL:ENSG00000186469	EntrezGene:54331	uniprotkb:P62873	ENSEMBL:ENSG00000078369	EntrezGene:2782	complex	R-HSA-8850540	25675501|25675501|25675501|25675501
reactome:R-HSA-201711	-	-	uniprotkb:Q13371	ENSEMBL:ENSG00000136940	EntrezGene:5082	reaction	R-HSA-6814409	16717095|15889144
reactome:R-HSA-5672691	-	-	reactome:R-HSA-6802656	-	-	complex	R-HSA-6802666	-
reactome:R-HSA-167057	-	-	uniprotkb:P35568	ENSEMBL:ENSG00000169047	EntrezGene:3667	complex	R-HSA-198299	-
uniprotkb:Q04724	ENSEMBL:ENSG00000196781	EntrezGene:7088	uniprotkb:Q04666	-	-	complex	R-NUL-2065508	-
uniprotkb:Q14C86	ENSEMBL:ENSG00000165219	EntrezGene:26130	reactome:R-HSA-8877287	-	-	reaction	R-HSA-8877311	11784320|16410077|11746448|17678623|26245486|19725050|21586568|19345684|17189207|24644286|25472813|8863739|12972505
uniprotkb:Q8N126	ENSEMBL:ENSG00000162706	EntrezGene:57863	uniprotkb:Q8N126	ENSEMBL:ENSG00000162706	EntrezGene:57863	complex	R-HSA-433733	-
uniprotkb:P09038	ENSEMBL:ENSG00000138685	EntrezGene:2247	uniprotkb:P21802-3	ENSEMBL:ENSG00000066468	EntrezGene:2263	reaction	R-NUL-8853328	21355848
reactome:R-HSA-8945710	-	-	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-8945713	-
reactome:R-HSA-74001	-	-	reactome:R-HSA-74294	-	-	complex	R-HSA-3229184	-
reactome:R-HSA-179847	-	-	reactome:R-HSA-1258437	-	-	complex	R-HSA-1977956	-
reactome:R-HSA-391839	-	-	reactome:R-MMU-420374	-	-	complex	R-NUL-420361	-
reactome:R-HSA-421315	-	-	reactome:R-HSA-5640202	-	-	complex	R-HSA-5669290	-
uniprotkb:Q9BXN2	ENSEMBL:ENSG00000172243	EntrezGene:64581	ChEBI:37671	-	-	reaction	R-HSA-5607758	-
uniprotkb:Q8NCS7	ENSEMBL:ENSG00000137968	EntrezGene:204962	ChEBI:15354	-	-	reaction	R-HSA-444433	10677542|14973250|15715662|11698453|11068039
reactome:R-HSA-1307958	-	-	uniprotkb:P29353-2	ENSEMBL:ENSG00000160691	EntrezGene:6464	reaction	R-HSA-5654425	9045692|18840094|7559490|9480847
uniprotkb:Q13043	ENSEMBL:ENSG00000101109	EntrezGene:6789	uniprotkb:Q13043	ENSEMBL:ENSG00000101109	EntrezGene:6789	complex	R-HSA-2028671	-
reactome:R-HSA-381281	-	-	uniprotkb:Q9Y618	ENSEMBL:ENSG00000196498	EntrezGene:9612	complex	R-HSA-381226	-
uniprotkb:Q9UHC1	ENSEMBL:ENSG00000119684	EntrezGene:27030	uniprotkb:P40692	ENSEMBL:ENSG00000076242	EntrezGene:4292	complex	R-HSA-914134	11292842
uniprotkb:P9WG67	-	-	uniprotkb:P9WQB7	-	-	reaction	R-HSA-1222417	14871480
uniprotkb:P84243	ENSEMBL:ENSG00000132475|ENSEMBL:ENSG00000163041	EntrezGene:3020|EntrezGene:3021	uniprotkb:P45973	ENSEMBL:ENSG00000094916	EntrezGene:23468	complex	R-HSA-994100	-
reactome:R-HSA-4657004	-	-	uniprotkb:Q9UKL0	ENSEMBL:ENSG00000089902	EntrezGene:23186	complex	R-HSA-4657015	-
uniprotkb:P00338	ENSEMBL:ENSG00000134333	EntrezGene:3939	uniprotkb:P00338	ENSEMBL:ENSG00000134333	EntrezGene:3939	complex	R-HSA-70508	-
uniprotkb:O43148	ENSEMBL:ENSG00000101654	EntrezGene:8731	uniprotkb:O00267	ENSEMBL:ENSG00000196235	EntrezGene:6829	reaction	R-HSA-77073	24354960
uniprotkb:Q9UGI0	ENSEMBL:ENSG00000019995	EntrezGene:54764	uniprotkb:P25054	ENSEMBL:ENSG00000134982	EntrezGene:324	reaction	R-HSA-6781905	18281465
uniprotkb:Q15465	ENSEMBL:ENSG00000164690	EntrezGene:6469	uniprotkb:P78333	ENSEMBL:ENSG00000179399	EntrezGene:2262	complex	R-HSA-5362546	-
uniprotkb:P27361	ENSEMBL:ENSG00000102882	EntrezGene:5595	uniprotkb:P04049	ENSEMBL:ENSG00000132155	EntrezGene:5894	reaction	R-HSA-5675194	15664191|20674547
uniprotkb:P21802	ENSEMBL:ENSG00000066468	EntrezGene:2263	uniprotkb:P21802	ENSEMBL:ENSG00000066468	EntrezGene:2263	complex	R-HSA-2029938	20101236
uniprotkb:O14965	ENSEMBL:ENSG00000087586	EntrezGene:6790	reactome:R-HSA-3000313	-	-	reaction	R-HSA-3000310	12207013|18615013|18566290
uniprotkb:Q9HBZ2	ENSEMBL:ENSG00000172379	EntrezGene:9915	uniprotkb:A9YTQ3	ENSEMBL:ENSG00000063438	EntrezGene:57491	complex	R-HSA-8936835	-
reactome:R-HSA-206893	-	-	uniprotkb:P19883	ENSEMBL:ENSG00000134363	EntrezGene:10468	reaction	R-HSA-2473184	7678220|1592877|16198295|12697670|8033815
reactome:R-HSA-5654287	-	-	reactome:R-HSA-109796	-	-	reaction	R-HSA-5654618	8493579
reactome:R-HSA-8943101	-	-	reactome:R-HSA-8943114	-	-	complex	R-HSA-8943093	25030448|24807418
uniprotkb:P07900	ENSEMBL:ENSG00000080824	EntrezGene:3320	uniprotkb:P31749	ENSEMBL:ENSG00000142208	EntrezGene:207	complex	R-HSA-1497889	-
reactome:R-HSA-157053	-	-	uniprotkb:O00548	ENSEMBL:ENSG00000198719|ENSEMBL:ENSG00000275555	EntrezGene:28514	complex	R-HSA-157653	-
reactome:R-HSA-2534316	-	-	uniprotkb:Q96BI3	ENSEMBL:ENSG00000117362	EntrezGene:51107	complex	R-HSA-157343	24781550
uniprotkb:P15498	ENSEMBL:ENSG00000141968	EntrezGene:7409	uniprotkb:Q08881	ENSEMBL:ENSG00000113263	EntrezGene:3702	complex	R-HSA-2685650	-
uniprotkb:Q8NFR3	ENSEMBL:ENSG00000196542	EntrezGene:165679	uniprotkb:Q9NUV7	ENSEMBL:ENSG00000172296	EntrezGene:55304	complex	R-HSA-428177	17331073
ChEBI:29108	-	-	uniprotkb:Q13586	ENSEMBL:ENSG00000167323	EntrezGene:6786	complex	R-HSA-1168371	-
reactome:R-HSA-173713	-	-	uniprotkb:P02748	ENSEMBL:ENSG00000113600	EntrezGene:735	complex	R-HSA-2530442	2465906
uniprotkb:O00451	ENSEMBL:ENSG00000168546	EntrezGene:2675	uniprotkb:P07949	ENSEMBL:ENSG00000165731	EntrezGene:5979	complex	R-HSA-8855728	-
uniprotkb:Q6UXB4	ENSEMBL:ENSG00000182566	EntrezGene:339390	uniprotkb:Q8IYJ0	ENSEMBL:ENSG00000139200	EntrezGene:196500	complex	R-HSA-8862077	-
uniprotkb:O75575	ENSEMBL:ENSG00000241258	EntrezGene:27297	uniprotkb:Q9Y535	ENSEMBL:ENSG00000100413	EntrezGene:171568	complex	R-HSA-1964449	-
uniprotkb:P08047	ENSEMBL:ENSG00000185591	EntrezGene:6667	reactome:R-HSA-2393982	-	-	complex	R-HSA-2426138	18654640
uniprotkb:Q9Y587	ENSEMBL:ENSG00000100478	EntrezGene:11154	uniprotkb:O00189	ENSEMBL:ENSG00000221838	EntrezGene:9179	complex	R-HSA-5229138	-
reactome:R-HSA-933468	-	-	uniprotkb:Q14790	ENSEMBL:ENSG00000064012	EntrezGene:841	complex	R-HSA-933483	-
